"Species","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"s__Alistipes_indistinctus","fixed",NA,"(Intercept)",-4.76409420071088,0.202598021145097,-23.5150085562727,36.7662546546166,9.42309702331369e-24,2.33333831053482e-23
"s__Alistipes_indistinctus","fixed",NA,"carrierper",-0.203485913748418,0.423579954827946,-0.480395522566859,37.3948744948004,0.633744678104793,0.735049589474705
"s__Alistipes_onderdonkii","fixed",NA,"(Intercept)",-4.41165976498602,0.305925540363508,-14.4206977937964,36.5643586061196,1.15648455887852e-16,2.42978573986599e-16
"s__Alistipes_onderdonkii","fixed",NA,"carrierper",-0.0721184305440273,0.641250436112076,-0.112465312275316,37.5534080535637,0.911053508672966,0.949077444761153
"s__Alistipes_provencensis","fixed",NA,"(Intercept)",-5.27773533412604,0.143655810233089,-36.7387530345111,36.9919696310703,1.02326241615151e-30,3.47964985110921e-30
"s__Alistipes_provencensis","fixed",NA,"carrierper",0.168455084474958,0.299053361267649,0.563294402580525,36.9968901496279,0.576632742332957,0.69396110166975
"s__Alistipes_putredinis","fixed",NA,"(Intercept)",-4.20993998363394,0.35550971738939,-11.8419828705351,36.6700720234753,4.30326784104571e-14,8.86217535581692e-14
"s__Alistipes_putredinis","fixed",NA,"carrierper",0.579510990115481,0.74438415478978,0.778510647206266,37.5086187750155,0.441151818284266,0.583217658070724
"s__Alistipes_senegalensis","fixed",NA,"(Intercept)",-5.6428565573815,0.149012914952993,-37.8682381937269,33.1984201183871,6.77505696766445e-29,2.06730344636803e-28
"s__Alistipes_senegalensis","fixed",NA,"carrierper",-0.145771563046991,0.312944459295815,-0.465806499258702,34.4018414027271,0.64428979320363,0.744512649924195
"s__Alistipes_SGB2300","fixed",NA,"(Intercept)",-4.89976648595663,0.0816228877308114,-60.0293204782933,37.0659247337318,1.56794720625919e-38,1.02450163005836e-37
"s__Alistipes_SGB2300","fixed",NA,"carrierper",-0.0120710625286583,0.170285024080819,-0.0708873994869287,37.3872001063513,0.943865208786305,0.970299654501902
"s__Alistipes_SGB2302","fixed",NA,"(Intercept)",-6.0000483953636,0.132231057114314,-45.3754853534639,37.2688566844901,3.20016049408854e-34,1.40626771007835e-33
"s__Alistipes_SGB2302","fixed",NA,"carrierper",0.0603343334515793,0.275637831314785,0.218889885919455,37.4704347840367,0.827923750075265,0.892154877651871
"s__Alistipes_shahii","fixed",NA,"(Intercept)",-4.63065485175276,0.264898944576359,-17.4808354150235,36.5321650955845,2.48571112210329e-19,5.45196393740756e-19
"s__Alistipes_shahii","fixed",NA,"carrierper",-0.0284665638021989,0.552433514086448,-0.0515293932687513,36.7967457708951,0.959182402034635,0.977646683992459
"s__Alistipes_sp_AF17_16","fixed",NA,"(Intercept)",-4.66694268230545,0.110080989680652,-42.3955371026768,37.4867330749956,2.7872780137393e-33,1.1442509740614e-32
"s__Alistipes_sp_AF17_16","fixed",NA,"carrierper",-0.0177422197130936,0.229838961803377,-0.0771941344230043,37.9253704529539,0.9388749287772,0.966762302899295
"s__Alistipes_sp_D31t1_170403_E11","fixed",NA,"(Intercept)",-4.22301931487359,0.095281703076511,-44.321408817415,38.4932718655229,1.19674958996458e-34,5.39185374828805e-34
"s__Alistipes_sp_D31t1_170403_E11","fixed",NA,"carrierper",0.100285207280686,0.198889013160467,0.504226984120909,38.8996266399156,0.61694608782722,0.716676671976882
"s__Allisonella_histaminiformans","fixed",NA,"(Intercept)",-4.91787654119586,0.136710787825045,-35.9728491030969,37.3688004110105,1.33080311512371e-30,4.4526602886713e-30
"s__Allisonella_histaminiformans","fixed",NA,"carrierper",-0.361617474708743,0.285888956804275,-1.2648878737779,38.0329323335301,0.213607228798815,0.371604282772824
"s__Anaerobutyricum_hallii","fixed",NA,"(Intercept)",-4.65011813662514,0.208831484155754,-22.2673231262242,36.1326855292103,1.07953126901401e-22,2.57109737352955e-22
"s__Anaerobutyricum_hallii","fixed",NA,"carrierper",-0.357345275914342,0.438013593164334,-0.81583147530372,37.2069861686274,0.419788911063856,0.566374660548857
"s__Anaerobutyricum_soehngenii","fixed",NA,"(Intercept)",-5.68922473105841,0.185307752676037,-30.7014933207062,34.2082623024495,1.74194484273141e-26,4.71572052869589e-26
"s__Anaerobutyricum_soehngenii","fixed",NA,"carrierper",-0.493729146490794,0.388837772181658,-1.26975613434009,35.3133250304217,0.212475403851453,0.370348189953371
"s__Anaerococcus_SGB53821","fixed",NA,"(Intercept)",-5.23935815632869,0.106494760950922,-49.1982714411958,34.7070312153466,1.07976524992331e-33,4.56795604035354e-33
"s__Anaerococcus_SGB53821","fixed",NA,"carrierper",-0.0032354737790409,0.223200491548046,-0.0144958183407245,35.658520046395,0.988515218251077,0.996613715755673
"s__Anaerofilum_sp_BX8","fixed",NA,"(Intercept)",-6.539932228415,0.0319481142541294,-204.704796545846,17.0080703322426,2.7322381187177e-30,8.97324518989394e-30
"s__Anaerofilum_sp_BX8","fixed",NA,"carrierper",-0.0621278063424085,0.0695008665902962,-0.893914124965499,21.3391190787693,0.38133946573168,0.535141542208165
"s__Anaeromassilibacillus_sp_An250","fixed",NA,"(Intercept)",-5.4834076698251,0.182856306225552,-29.9875228971395,36.9839855179854,1.48647977014369e-27,4.3142482631147e-27
"s__Anaeromassilibacillus_sp_An250","fixed",NA,"carrierper",-0.339675283336654,0.384230442842975,-0.884040527406805,38.3274837265974,0.382186439924756,0.535141542208165
"s__Anaerosacchariphilus_sp_NSJ_68","fixed",NA,"(Intercept)",-6.1225553228608,0.166538332115452,-36.7636402087681,37.7345735464546,3.70792143045701e-31,1.31090253405392e-30
"s__Anaerosacchariphilus_sp_NSJ_68","fixed",NA,"carrierper",-0.226651913524007,0.347865366551997,-0.651550672521832,38.2363038070573,0.518588313320259,0.640790311904637
"s__Anaerostipes_caccae","fixed",NA,"(Intercept)",-5.69342689271009,0.205012426684244,-27.7711306811611,38.0492982575557,7.22382765046009e-27,2.01235198834245e-26
"s__Anaerostipes_caccae","fixed",NA,"carrierper",-0.524707219169724,0.429771848819448,-1.22089713556404,39.070034352251,0.229441973873192,0.389583106658155
"s__Anaerostipes_hadrus","fixed",NA,"(Intercept)",-3.65564893807651,0.223332858967759,-16.3686121020117,36.7742871598322,1.80732663067786e-18,3.90908775578158e-18
"s__Anaerostipes_hadrus","fixed",NA,"carrierper",-0.611117629505787,0.46789250962719,-1.306106887654,37.6946312674809,0.199430596662321,0.351042855619996
"s__Anaerotignum_faecicola","fixed",NA,"(Intercept)",-4.88773334186859,0.240151131342754,-20.3527391877768,36.7510867580196,1.33302498513378e-21,3.04691425173435e-21
"s__Anaerotignum_faecicola","fixed",NA,"carrierper",-0.412509587497471,0.502221060039788,-0.82137054838917,37.4156321556235,0.416638386963886,0.563953044393633
"s__Anaerotignum_lactatifermentans","fixed",NA,"(Intercept)",-5.08130132458874,0.164462398823953,-30.8964320168281,37.1392289893426,4.27846935090922e-28,1.27131660712731e-27
"s__Anaerotignum_lactatifermentans","fixed",NA,"carrierper",0.275094660122104,0.343480174421061,0.800904042237021,37.6171216368463,0.428217005420398,0.572241815777637
"s__Anaerotruncus_colihominis","fixed",NA,"(Intercept)",-4.60683490260402,0.200487160382773,-22.9782041593516,35.9594147912624,4.37521784369622e-23,1.05819222266141e-22
"s__Anaerotruncus_colihominis","fixed",NA,"carrierper",-0.610000748365579,0.422775495430279,-1.44284792983272,37.7896311218975,0.157301637217914,0.285337853558077
"s__Anaerotruncus_rubiinfantis","fixed",NA,"(Intercept)",-5.62104930047101,0.0902464956001657,-62.2855132832514,34.6444787895913,3.700296315679e-37,2.12809668293428e-36
"s__Anaerotruncus_rubiinfantis","fixed",NA,"carrierper",0.0901193075205766,0.189633327389993,0.47522926882594,35.9500635626455,0.637498331127316,0.73734746732798
"s__Angelakisella_massiliensis","fixed",NA,"(Intercept)",-6.44013185567608,0.104242310918888,-61.7804018244301,38.3551659632001,5.14659597970376e-40,3.96478505103104e-39
"s__Angelakisella_massiliensis","fixed",NA,"carrierper",-0.258838105230482,0.219499526720147,-1.17921942292154,40.0211114723558,0.24527379717744,0.406509560262211
"s__Bacteroides_bouchesdurhonensis","fixed",NA,"(Intercept)",-5.26545926546262,0.0585661358263926,-89.9062092993639,35.1754299543654,3.65497764794748e-43,4.47197265160633e-42
"s__Bacteroides_bouchesdurhonensis","fixed",NA,"carrierper",-0.0861803761208348,0.122033815689254,-0.706200782414963,35.3153356254668,0.48469651143427,0.614112940375602
"s__Bacteroides_caccae","fixed",NA,"(Intercept)",-3.81174857145528,0.342728394061606,-11.1217764197562,36.7176034031653,2.5909188922951e-13,5.28344244703314e-13
"s__Bacteroides_caccae","fixed",NA,"carrierper",0.517535212823283,0.717508116752621,0.721295272819493,37.5341632432252,0.47519710678514,0.608252296684979
"s__Bacteroides_cellulosilyticus","fixed",NA,"(Intercept)",-5.2056287159894,0.253141534277603,-20.5641035195779,37.0093453354733,7.61411077970564e-22,1.75970560242086e-21
"s__Bacteroides_cellulosilyticus","fixed",NA,"carrierper",-0.712093827638254,0.529693583425548,-1.34435048850907,37.7581916716482,0.186856632876462,0.331245849190091
"s__Bacteroides_clarus","fixed",NA,"(Intercept)",-5.23756441280785,0.34178780995798,-15.3240234444048,36.8202384817262,1.47024975677968e-17,3.13118036938745e-17
"s__Bacteroides_clarus","fixed",NA,"carrierper",-0.549468971336954,0.712920526991224,-0.770729626282338,37.1139862939382,0.445746155087709,0.584509691370389
"s__Bacteroides_cutis","fixed",NA,"(Intercept)",-5.33233664209258,0.0968733692421666,-55.0444016121982,38.9627533554217,1.45689681540994e-38,9.67131502995532e-38
"s__Bacteroides_cutis","fixed",NA,"carrierper",-0.228330533788798,0.203731977626367,-1.12073978984067,40.4589454591557,0.269007155159183,0.435435706405525
"s__Bacteroides_eggerthii","fixed",NA,"(Intercept)",-4.73805159973039,0.281832186136772,-16.8116057455234,35.6694112848231,1.56499260680371e-18,3.39671438833223e-18
"s__Bacteroides_eggerthii","fixed",NA,"carrierper",0.454854825268696,0.588823220813532,0.772481127086425,36.1905025615006,0.444845280940229,0.584509691370389
"s__Bacteroides_faecis","fixed",NA,"(Intercept)",-6.11951969531899,0.247696835200916,-24.7056838265827,36.8368379865339,1.58989773783891e-24,4.04937219759788e-24
"s__Bacteroides_faecis","fixed",NA,"carrierper",0.311717252431563,0.516418616889808,0.603613507020558,37.0628610725489,0.549777361950756,0.670041159877484
"s__Bacteroides_finegoldii","fixed",NA,"(Intercept)",-5.01417427688116,0.335473988438827,-14.9465366904161,36.8394720864854,3.21907389791941e-17,6.83232010986977e-17
"s__Bacteroides_finegoldii","fixed",NA,"carrierper",0.501186309082983,0.700739210544951,0.715225153011233,37.3363023267281,0.478918866192588,0.609266814483536
"s__Bacteroides_fragilis","fixed",NA,"(Intercept)",-3.50934483056886,0.304806595746953,-11.5133493813312,36.8748325237593,9.02413170030091e-14,1.84928019080058e-13
"s__Bacteroides_fragilis","fixed",NA,"carrierper",-1.32600630794587,0.640485137496154,-2.07031550041836,38.2175990022767,0.0452282312881831,0.0893114440627414
"s__Bacteroides_gallinarum","fixed",NA,"(Intercept)",-6.31634806532203,0.0447861255522744,-141.033589921718,34.0751238304769,9.79009156216153e-49,2.14351478413642e-47
"s__Bacteroides_gallinarum","fixed",NA,"carrierper",-0.0236193688267609,0.0943463078662221,-0.250347569088256,35.7189928741987,0.803752968951681,0.874676073109301
"s__Bacteroides_intestinalis","fixed",NA,"(Intercept)",-5.5634421544491,0.179670615531705,-30.9646746519181,36.7330939919407,6.38077938490949e-28,1.88255618732081e-27
"s__Bacteroides_intestinalis","fixed",NA,"carrierper",-0.482315205822984,0.37416705047319,-1.28903708975182,36.7932204197816,0.205430933615049,0.360081187010647
"s__Bacteroides_nordii","fixed",NA,"(Intercept)",-4.75901216373294,0.236939923491126,-20.085311473105,36.9462802222317,1.78500681867187e-21,4.06512501770527e-21
"s__Bacteroides_nordii","fixed",NA,"carrierper",0.272882908819086,0.494642818327082,0.551676682059179,37.3630484061306,0.584454604406099,0.700671802400396
"s__Bacteroides_ovatus","fixed",NA,"(Intercept)",-3.52438762728938,0.351378975983916,-10.0301607898439,37.0534967311682,4.15880838181491e-12,8.41198194571314e-12
"s__Bacteroides_ovatus","fixed",NA,"carrierper",-0.24251019005846,0.733436732494446,-0.330649092572271,37.4486982474644,0.742752468615017,0.822911022621304
"s__Bacteroides_salyersiae","fixed",NA,"(Intercept)",-5.55531037225134,0.186229121677299,-29.8305137360722,37.5534628146576,9.36108494765276e-28,2.74240235086165e-27
"s__Bacteroides_salyersiae","fixed",NA,"carrierper",-0.211885850368561,0.389458288738277,-0.544052743247564,38.2251602497521,0.589564753380013,0.702315089321919
"s__Bacteroides_sp_AF16_49","fixed",NA,"(Intercept)",-5.16533737170994,0.102095976127184,-50.5929574077954,37.0599453718945,8.31987320813506e-36,4.15328070550102e-35
"s__Bacteroides_sp_AF16_49","fixed",NA,"carrierper",0.214168012595644,0.212573229947357,1.00750227415128,37.090223403167,0.320221352744127,0.48627438317937
"s__Bacteroides_sp_AM10_21B","fixed",NA,"(Intercept)",-6.31210899739391,0.101402704832662,-62.2479351789516,35.6536128021043,5.69937444419846e-38,3.52119767641568e-37
"s__Bacteroides_sp_AM10_21B","fixed",NA,"carrierper",-0.210960498550369,0.211930192084651,-0.995424467251485,36.2228684005974,0.326133318884431,0.492157656551113
"s__Bacteroides_stercoris","fixed",NA,"(Intercept)",-3.92377918316209,0.35453924546341,-11.0672633096892,37.2210708470964,2.49004906890347e-13,5.08605767265389e-13
"s__Bacteroides_stercoris","fixed",NA,"carrierper",0.0238261562491202,0.740975788562116,0.0321551076525125,37.800121060473,0.974517546425754,0.987173618457257
"s__Bacteroides_thetaiotaomicron","fixed",NA,"(Intercept)",-2.97931078358634,0.29136693303407,-10.2252879301096,37.179986867756,2.35547121741926e-12,4.77212350542084e-12
"s__Bacteroides_thetaiotaomicron","fixed",NA,"carrierper",-0.421110553482394,0.608037938963493,-0.692572825636916,37.543670421388,0.492839562450761,0.619399570935095
"s__Bacteroides_uniformis","fixed",NA,"(Intercept)",-2.45263007630875,0.335199290028839,-7.3169309997576,36.985291864931,1.07899337962821e-08,2.16841181606442e-08
"s__Bacteroides_uniformis","fixed",NA,"carrierper",-0.111977983422143,0.699168516421801,-0.160158789751036,37.2776875976165,0.873620717331568,0.923182603920235
"s__Bacteroides_xylanisolvens","fixed",NA,"(Intercept)",-3.29926117371038,0.314970369499881,-10.4748303116545,37.2916311794988,1.16116552225575e-12,2.3563163768702e-12
"s__Bacteroides_xylanisolvens","fixed",NA,"carrierper",-0.0756238664704936,0.657357888472186,-0.115042152527076,37.6697025659227,0.909022761651735,0.949077444761153
"s__Barnesiella_intestinihominis","fixed",NA,"(Intercept)",-4.68284380134141,0.294338468576046,-15.9097240126176,36.5800269731644,5.10210868569481e-18,1.09783304133571e-17
"s__Barnesiella_intestinihominis","fixed",NA,"carrierper",0.102072732754702,0.614308679761984,0.16615870183415,36.9574020107685,0.868937761464088,0.919914573826416
"s__Bifidobacterium_adolescentis","fixed",NA,"(Intercept)",-4.30819348473541,0.247397125261689,-17.4140806210999,37.0368511490494,2.00081554796218e-19,4.40391147064692e-19
"s__Bifidobacterium_adolescentis","fixed",NA,"carrierper",-0.275212459657826,0.51728948994849,-0.532027936011672,37.6802165299806,0.597829872399661,0.704524722148042
"s__Bifidobacterium_bifidum","fixed",NA,"(Intercept)",-5.00044816362936,0.16857891539545,-29.662358141879,37.4957028778577,1.22529929576847e-27,3.58120262557155e-27
"s__Bifidobacterium_bifidum","fixed",NA,"carrierper",0.082606714649533,0.354772009885583,0.232844509565945,39.0661810888531,0.817097806109413,0.883655166399088
"s__Bifidobacterium_breve","fixed",NA,"(Intercept)",-5.19071446540035,0.278055863392338,-18.667883503957,38.2552948279719,8.14726617626692e-21,1.82545568904508e-20
"s__Bifidobacterium_breve","fixed",NA,"carrierper",0.0119343890593692,0.581823144901596,0.0205120562218055,39.0136610653639,0.983739444954858,0.994478653124831
"s__Bifidobacterium_catenulatum","fixed",NA,"(Intercept)",-5.11105532989218,0.246340224323659,-20.7479527305168,37.338010898451,4.29464219514792e-22,1.00181559991488e-21
"s__Bifidobacterium_catenulatum","fixed",NA,"carrierper",-0.0257255345621234,0.514871433946417,-0.0499649676909452,37.9256804839887,0.96041252770413,0.977646683992459
"s__Bifidobacterium_dentium","fixed",NA,"(Intercept)",-5.26343058782518,0.145707596688515,-36.1232407056788,35.6965058573015,1.05450203178487e-29,3.36577630605503e-29
"s__Bifidobacterium_dentium","fixed",NA,"carrierper",-0.176633838205221,0.304680386795491,-0.579734849568056,36.3369420069999,0.565670913169852,0.684730649501431
"s__Bifidobacterium_longum","fixed",NA,"(Intercept)",-3.81347576752303,0.242059108836938,-15.7543163149128,36.2554132919122,8.50096488021308e-18,1.81976057813138e-17
"s__Bifidobacterium_longum","fixed",NA,"carrierper",0.436748647955973,0.507043871507673,0.861362640391098,37.1475983391582,0.39456443809916,0.543505980957783
"s__Bifidobacterium_pseudocatenulatum","fixed",NA,"(Intercept)",-4.86384812116118,0.247385727556549,-19.6609892138962,36.6335100530388,4.69084893066198e-21,1.05671109484949e-20
"s__Bifidobacterium_pseudocatenulatum","fixed",NA,"carrierper",-0.261215369632389,0.518473674230624,-0.503816071317436,37.6039051178029,0.617329665364702,0.716676671976882
"s__Bilophila_SGB15450","fixed",NA,"(Intercept)",-5.95582529887861,0.104031713173993,-57.2500934298513,36.9648068752976,1.06669174684524e-37,6.36952775149696e-37
"s__Bilophila_SGB15450","fixed",NA,"carrierper",-0.169113654877205,0.216566121121049,-0.780886936524482,36.9694772453859,0.439840899512885,0.582719153494778
"s__Bilophila_SGB69261","fixed",NA,"(Intercept)",-4.46846666228644,0.0159462581293347,-280.22038938817,15.3663588580205,6.4336442053757e-30,2.06937834234765e-29
"s__Bilophila_SGB69261","fixed",NA,"carrierper",0.00100052237779556,0.034147902372331,0.0292996731361823,17.7771868702138,0.976952015779271,0.988837076798484
"s__Bilophila_wadsworthia","fixed",NA,"(Intercept)",-4.30548283568406,0.247132286467816,-17.421773970617,37.1489733299552,1.82805840169694e-19,4.03077188218689e-19
"s__Bilophila_wadsworthia","fixed",NA,"carrierper",-0.21443167095392,0.518803846627872,-0.413319354410507,38.3612211178767,0.681674095187398,0.776921708487555
"s__Blautia_caecimuris","fixed",NA,"(Intercept)",-5.28834386430876,0.26031423010716,-20.3152315650657,36.2805702634996,2.07506878162562e-21,4.70851970812504e-21
"s__Blautia_caecimuris","fixed",NA,"carrierper",-0.23406997839073,0.545306694323742,-0.429244644944273,37.1791239702885,0.670222464664461,0.766670610358614
"s__Blautia_faecicola","fixed",NA,"(Intercept)",-5.61449893183488,0.0341064724541733,-164.616816921736,14.9741543436543,8.2297163422622e-26,2.18525233939218e-25
"s__Blautia_faecicola","fixed",NA,"carrierper",-0.0530627819672769,0.074081726704191,-0.716273557974115,18.7413175303048,0.482653184852634,0.613392234924732
"s__Blautia_faecis","fixed",NA,"(Intercept)",-3.64834590724309,0.22428945301479,-16.266239264503,37.7928369434676,1.17906627290996e-18,2.56801868864159e-18
"s__Blautia_faecis","fixed",NA,"carrierper",-1.04588229343495,0.472080494526884,-2.21547449123718,39.3885877717877,0.0325748574779741,0.0645292414801773
"s__Blautia_glucerasea","fixed",NA,"(Intercept)",-5.41540555101847,0.0976743274042994,-55.4434895528146,35.6689222252474,3.30181064031067e-36,1.71694153296155e-35
"s__Blautia_glucerasea","fixed",NA,"carrierper",-0.0176006081893555,0.206423142031661,-0.0852647044131127,37.8084146706005,0.932500871670401,0.962581544950092
"s__Blautia_hansenii","fixed",NA,"(Intercept)",-5.22057048010636,0.228946157227213,-22.8026123842093,37.1420849728884,1.93852649836718e-23,4.73440522497503e-23
"s__Blautia_hansenii","fixed",NA,"carrierper",-0.039691545647041,0.482095088845953,-0.0823313627650828,38.7901947176013,0.934806597333651,0.964164159894543
"s__Blautia_hydrogenotrophica","fixed",NA,"(Intercept)",-5.37801644684994,0.102169510324185,-52.6381738523112,34.2646735539644,2.2809709734559e-34,1.00945098399751e-33
"s__Blautia_hydrogenotrophica","fixed",NA,"carrierper",-0.0900230274560549,0.214525178795969,-0.419638514981377,35.4597687042376,0.677281191833114,0.774035647809273
"s__Blautia_luti","fixed",NA,"(Intercept)",-5.32819976383889,0.102699697576459,-51.8813578771454,36.6988796392996,6.06782973964036e-36,3.07831362401267e-35
"s__Blautia_luti","fixed",NA,"carrierper",0.127158045088243,0.214042241766521,0.594079206229527,36.8739902686258,0.556086611003936,0.675447600577965
"s__Blautia_marasmi","fixed",NA,"(Intercept)",-5.37070768000349,0.0677489866399504,-79.2736238040862,36.4637770715311,1.99385765683155e-42,2.18274943484717e-41
"s__Blautia_marasmi","fixed",NA,"carrierper",-0.117408959017647,0.142237033236868,-0.825445781213146,37.678211295624,0.414314520894589,0.562638217711041
"s__Blautia_massiliensis","fixed",NA,"(Intercept)",-4.43438965511489,0.180528522414033,-24.5633742292802,36.5362277226388,2.6024796501073e-24,6.55294546829024e-24
"s__Blautia_massiliensis","fixed",NA,"carrierper",-0.68287200625737,0.377989100536277,-1.80659179137318,37.3694729484981,0.0788839048101363,0.153105930331338
"s__Blautia_obeum","fixed",NA,"(Intercept)",-4.3948155340127,0.214550874550933,-20.4837922157684,36.3505540354112,1.48649823394897e-21,3.39149871292197e-21
"s__Blautia_obeum","fixed",NA,"carrierper",-0.864796840504988,0.451747193226602,-1.91433804896093,37.9725867967392,0.0631347599505752,0.123305446664034
"s__Blautia_producta","fixed",NA,"(Intercept)",-5.5911971808311,0.270080410026364,-20.7019723506985,36.3651674182355,1.02925821721362e-21,2.36995250015239e-21
"s__Blautia_producta","fixed",NA,"carrierper",-0.110770214712546,0.56509310173331,-0.196021176639354,37.0971315744196,0.845663432355811,0.904359865964055
"s__Blautia_SGB4815","fixed",NA,"(Intercept)",-5.61412117216675,0.138517488859009,-40.5300530525871,35.1150972574204,4.43603119234572e-31,1.55074703866875e-30
"s__Blautia_SGB4815","fixed",NA,"carrierper",0.075640206342038,0.292448258807896,0.258644748477455,37.09667659256,0.797339093283369,0.869824465400039
"s__Blautia_sp_Marseille_P3087","fixed",NA,"(Intercept)",-5.33529803028759,0.0746093084160919,-71.5098175221373,37.1133792162813,2.29601311399872e-41,2.15445441072963e-40
"s__Blautia_sp_Marseille_P3087","fixed",NA,"carrierper",-0.173340536454716,0.156001360112028,-1.11114759724041,37.7561177452798,0.273530837526874,0.441041970585967
"s__Blautia_sp_MSK_20_85","fixed",NA,"(Intercept)",-5.30642054684593,0.118656898813573,-44.7207081923073,36.3670914449882,2.16278881720783e-33,8.90812027681639e-33
"s__Blautia_sp_MSK_20_85","fixed",NA,"carrierper",-0.212132677250448,0.248805427221209,-0.852604702476382,37.404018448005,0.399305211693431,0.547127304192449
"s__Blautia_sp_OF03_15BH","fixed",NA,"(Intercept)",-5.36162776751166,0.0484861103380416,-110.580694762496,102.99999999728,7.42669074367655e-109,1.15856375601354e-106
"s__Blautia_sp_OF03_15BH","fixed",NA,"carrierper",0.0890254594887059,0.105925532171907,0.840453266208056,102.999999996472,0.402601069561335,0.550927779399721
"s__Blautia_stercoris","fixed",NA,"(Intercept)",-5.2146807032607,0.0548980509530174,-94.988448819859,31.2788682333856,4.50423281423081e-40,3.55777376718991e-39
"s__Blautia_stercoris","fixed",NA,"carrierper",0.10614300757608,0.115733438123303,0.917133451639063,32.950663666615,0.365737039443562,0.523529598915778
"s__Blautia_wexlerae","fixed",NA,"(Intercept)",-3.12791715983196,0.21621187530847,-14.4669073119566,37.0331122855134,8.13854277185461e-17,1.72150870835162e-16
"s__Blautia_wexlerae","fixed",NA,"carrierper",-0.883425090024888,0.455201535892797,-1.94073398344803,38.6543880468239,0.0596088129842573,0.116601565210585
